,Event_Id,Investigation_Type,Accident_Number,Event_Date,Location,Country,Latitude,Longitude,Airport_Code,Airport_Name,Injury_Severity,Aircraft_damage,Aircraft_Category,Registration_Number,Make,Model,Amateur_Built,Number_of_Engines,Engine_Type,FAR_Description,Schedule,Purpose_of_flight,Air_carrier,Total_Fatal_Injuries,Total_Serious_Injuries,Total_Minor_Injuries,Total_Uninjured,Weather_Condition,Broad_phase_of_flight,Report_Status,Publication_Date,Year,State,Region,Total_Passengers,Fatality_pct,Injured_pct,Airplane_Damage,Airplane_Damage_quant
57340,20041005X01561,Accident,ATL04CA169,2004-08-22,"SPRING HOPE, NC",United States,35.95,-78.116667,42NC,Spring Paths Airport,Non-Fatal,Substantial,Airplane,N84399,Aeronca,7AC,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Climb,Probable Cause,03-12-2004,2004,NC,SE,2.0,0.0,0.0,Substantial,2
57341,20041105X01772,Accident,ANC04CA094,2004-08-22,"ANCHORAGE, AK",United States,61.186944,-149.965278,Z41,Lake Hood Strip,Non-Fatal,Substantial,Airplane,N8238A,Cessna,170B,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,28-12-2004,2004,AK,NW,1.0,0.0,0.0,Substantial,2
57346,20040916X01443,Accident,SEA04CA171,2004-08-23,"HILLSBORO, OR",United States,45.428334,-122.942222,7S3,Stark's Twin Oaks Airpark,Non-Fatal,Substantial,Airplane,N1316S,Cessna,182P,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,2.0,0.0,VMC,Landing,Probable Cause,03-12-2004,2004,OR,NW,2.0,0.0,100.0,Substantial,2
57350,20040913X01408,Accident,CHI04CA236,2004-08-23,"CRYSTAL LAKE, IL",United States,42.388333,-88.564722,,,Non-Fatal,Substantial,Airplane,N92848,Cessna,182,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,28-10-2004,2004,IL,NE,1.0,0.0,0.0,Substantial,2
57366,20040916X01444,Accident,SEA04CA174,2004-08-27,"NAMPA, ID",United States,43.581389,-116.525,,,Non-Fatal,Substantial,Airplane,N1983B,Luscombe,8A,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,03-12-2004,2004,ID,NW,2.0,0.0,0.0,Substantial,2
57376,20040914X01412,Accident,FTW04CA224,2004-08-28,"LEAKEY, TX",United States,29.211111,-99.743333,,,Non-Fatal,Substantial,Airplane,N2477E,Cessna,172S,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,3.0,0.0,VMC,Cruise,Probable Cause,28-10-2004,2004,TX,SW,3.0,0.0,100.0,Substantial,2
57382,20040915X01437,Accident,NYC04CA200,2004-08-29,"WARRENTON, VA",United States,38.586944,-77.711389,W66,Warrenton-Fauquier Airport,Non-Fatal,Substantial,Airplane,N2975X,Cessna,177,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,28-10-2004,2004,VA,NE,2.0,0.0,0.0,Substantial,2
57383,20040910X01389,Accident,LAX04CA307,2004-08-29,"WILLIAMS, AZ",United States,35.302222,112.201111,P32,H. A. Clark Memorial Field,Non-Fatal,Substantial,Airplane,N2583F,Champion,7ECA,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,28-10-2004,2004,AZ,SW,1.0,0.0,0.0,Substantial,2
57384,20040927X01493,Accident,IAD04CA042,2004-08-29,"OCEAN CITY, NJ",United States,39.263333,-74.612222,26N,OCEAN CITY MUNI,Non-Fatal,Substantial,Airplane,N7573P,Piper,PA-24-180,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,4.0,VMC,Takeoff,Probable Cause,03-12-2004,2004,NJ,NE,4.0,0.0,0.0,Substantial,2
57385,20040907X01355,Accident,FTW04WA230,2004-08-29,"ALDAMA, MEXICO",Mexico,,,,"Private Airstrip, Aldama",Fatal(3),Substantial,Airplane,,Piper,PA-30,No,,,"Non-U.S., Non-Commercial",,Personal,,3.0,0.0,0.0,0.0,VMC,,Foreign,,2004,,,3.0,100.0,0.0,Substantial,2
57386,20040924X01491,Accident,DEN04CA137,2004-08-29,"ERIE, CO",United States,40.01,-105.048333,48V,TRI-COUNTY,Non-Fatal,Substantial,Airplane,N2099J,Cessna,172S,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,03-12-2004,2004,CO,SW,1.0,0.0,0.0,Substantial,2
57387,20040910X01400,Accident,CHI04CA244,2004-08-29,"LAKEVILLE, MN",United States,44.627778,-93.228056,LVN,Airlake Airport,Non-Fatal,Substantial,Airplane,N5180V,Beech,BE-18,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,1.0,3.0,VMC,Landing,Probable Cause,28-10-2004,2004,MN,NE,4.0,0.0,25.0,Substantial,2
57400,20041008X01608,Accident,ATL04CA172,2004-09-01,"WAYCROSS, GA",United States,31.242777,-82.390555,,,Non-Fatal,Substantial,Airplane,N89255,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,28-12-2004,2004,GA,SE,1.0,0.0,0.0,Substantial,2
57403,20041014X01630,Accident,LAX04CA309,2004-09-01,"Willits, CA",United States,39.450278,-123.379167,O28,Willits Municipal,Non-Fatal,Destroyed,Airplane,N897TW,Cessna,172S,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,1.0,0.0,VMC,Maneuvering,Probable Cause,03-12-2004,2004,CA,SW,1.0,0.0,100.0,Destroyed,3
57429,20041012X01613,Accident,CHI04CA252,2004-09-04,"MARSHALL, MN",United States,44.65,-95.380278,,,Non-Fatal,Substantial,Airplane,N5005J,Cessna,T310R,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,5.0,VMC,Cruise,Probable Cause,03-12-2004,2004,MN,NE,5.0,0.0,0.0,Substantial,2
57430,20040930X01548,Accident,CHI04CA247,2004-09-04,"GRANT, NE",United States,40.869445,-101.732778,,,Non-Fatal,Substantial,Airplane,N91042,Piper,PA-18-150,No,1.0,Reciprocating,Public Use,,Public Aircraft,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,03-12-2004,2004,NE,NW,1.0,0.0,0.0,Substantial,2
57433,20041215X01991,Accident,ANC04CA111,2004-09-04,"FAIRBANKS, AK",United States,64.158333,-147.783333,,,Non-Fatal,Substantial,Airplane,N9698S,Champion,7GCBC,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,24-01-2005,2004,AK,NW,1.0,0.0,0.0,Substantial,2
57437,20040928X01502,Accident,NYC04CA205,2004-09-05,"MONTAUK, NY",United States,41.076667,-71.920278,MTP,Montauk,Non-Fatal,Substantial,Airplane,N1351H,Piper,PA32-300,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,5.0,VMC,Approach,Probable Cause,03-12-2004,2004,NY,NE,5.0,0.0,0.0,Substantial,2
57441,20040930X01538,Accident,NYC04CA206,2004-09-06,"MOUNT GILEAD, OH",United States,40.524445,-82.85,4I9,Mount Gilead,Non-Fatal,Substantial,Airplane,N809SP,Cessna,172S,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,03-12-2004,2004,OH,NE,2.0,0.0,0.0,Substantial,2
57446,20041006X01583,Accident,ANC04CA105,2004-09-06,"HEALY, AK",United States,63.844444,-148.2875,,,Non-Fatal,Substantial,Airplane,N7472D,Piper,PA-18,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,03-12-2004,2004,AK,NW,2.0,0.0,0.0,Substantial,2
57448,20040930X01545,Accident,SEA04CA185,2004-09-07,"MCCALL, ID",United States,45.396666,-115.483333,ID76,Wilson Bar USFS Arpt,Non-Fatal,Substantial,Airplane,N3458Y,Cessna,180H,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,1.0,0.0,VMC,Landing,Probable Cause,03-12-2004,2004,ID,NW,1.0,0.0,100.0,Substantial,2
57455,20041008X01604,Accident,CHI04CA251,2004-09-09,"LAKE IN THE HIL, IL",United States,42.208333,-88.323334,,,Non-Fatal,Substantial,Airplane,N379BF,Cessna,182T,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,03-12-2004,2004,IL,NE,2.0,0.0,0.0,Substantial,2
57457,20041015X01631,Accident,ATL04CA184,2004-09-09,"MOUNT PLEASANT, SC",United States,32.897777,-79.782778,8S5,East Cooper,Non-Fatal,Substantial,Airplane,N9621W,Piper,PA-28-140,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,03-12-2004,2004,SC,SE,2.0,0.0,0.0,Substantial,2
57466,20041006X01578,Accident,ATL04CA192,2004-09-10,"MIAMI, FL",United States,25.649722,-80.416667,TMB,Kendall Tamiami,Non-Fatal,Substantial,Airplane,N268DA,Piper,PA-44-180,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,03-12-2004,2004,FL,SE,3.0,0.0,0.0,Substantial,2
57467,20041005X01566,Accident,ATL04CA182,2004-09-10,"GAINESVILLE, FL",United States,29.69,-82.271667,KGNV,Gainesville Regional Airport,Non-Fatal,Substantial,Airplane,N270JM,Maule,M4-210C,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,28-06-2006,2004,FL,SE,2.0,0.0,0.0,Substantial,2
57476,20041004X01557,Accident,ATL04CA179,2004-09-11,"INVERNESS, FL",United States,28.808333,-82.316389,X40,Inverness,Non-Fatal,Substantial,Airplane,N35FD,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,1.0,0.0,VMC,Climb,Probable Cause,03-12-2004,2004,FL,SE,1.0,0.0,100.0,Substantial,2
57482,20041008X01606,Accident,CHI04CA242,2004-09-12,"MULLEN, NE",United States,42.05,-101.0675,,,Non-Fatal,Substantial,Airplane,N9657S,Aeronca,CHAMPION 7GCBC,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,03-12-2004,2004,NE,NW,1.0,0.0,0.0,Substantial,2
57494,20041022X01678,Accident,LAX04CA317,2004-09-14,"MONTEREY, CA",United States,36.586944,-121.843055,KMRY,Monterey,Non-Fatal,Substantial,Airplane,N5300R,Piper,PA-32R-301,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Taxi,Probable Cause,28-12-2004,2004,CA,SW,1.0,0.0,0.0,Substantial,2
57499,20041015X01637,Accident,ATL04CA186,2004-09-15,"MONTGOMERY, AL",United States,32.300556,-86.393889,KMGM,Montgomery Reg/Dannelly Field,Non-Fatal,Substantial,Airplane,N948SM,Cessna,172RG,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,03-12-2004,2004,AL,SE,1.0,0.0,0.0,Substantial,2
57508,20041014X01622,Accident,FTW04CA239,2004-09-17,"MOUNTAIN HOME, TX",United States,30.150833,-99.316945,,,Non-Fatal,Substantial,Airplane,N11418,Cessna,150L,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,03-12-2004,2004,TX,SW,2.0,0.0,0.0,Substantial,2
57510,20041015X01639,Accident,ATL04CA188,2004-09-17,"KILL DEVIL HLLS, NC",United States,36.018056,-75.671111,KFFA,First Flight,Non-Fatal,Substantial,Airplane,N986AC,Cessna,172L,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,1.0,0.0,0.0,VMC,Approach,Probable Cause,03-12-2004,2004,NC,SE,1.0,0.0,100.0,Substantial,2
57517,20041105X01774,Accident,CHI04CA296,2004-09-18,"PORT HURON, MI",United States,42.911111,-82.528889,,,Non-Fatal,Substantial,Airplane,N5891H,Piper,PA-16,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,28-12-2004,2004,MI,NE,2.0,0.0,0.0,Substantial,2
57518,20041022X01683,Accident,CHI04CA266,2004-09-18,"HURDLAND, MO",United States,40.076945,-92.32,MU33,Harrison Airport,Non-Fatal,Substantial,Airplane,N8275W,Piper,PA-28-180,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,4.0,0.0,VMC,Takeoff,Probable Cause,28-12-2004,2004,MO,NE,4.0,0.0,100.0,Substantial,2
57525,20041014X01624,Accident,FTW04CA241,2004-09-19,"LOUISE, TX",United States,29.108056,-96.398611,,,Non-Fatal,Substantial,Airplane,N98659,Piper,J3C-65,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,03-12-2004,2004,TX,SW,2.0,0.0,0.0,Substantial,2
57535,20041020X01666,Accident,FTW04CA242,2004-09-21,"HASKELL, TX",United States,33.191389,-99.717778,,,Non-Fatal,Substantial,Airplane,N282HP,Piper,PA-28-181,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,1.0,0.0,VMC,Cruise,Probable Cause,28-12-2004,2004,TX,SW,1.0,0.0,100.0,Substantial,2
57542,20041012X01610,Accident,CHI04CA281,2004-09-22,"JACKSON, MI",United States,42.259722,-84.459444,JXN,Jackson County-Reynolds Field,Non-Fatal,Substantial,Airplane,N98222,Piper,PA-28-140,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,03-12-2004,2004,MI,NE,1.0,0.0,0.0,Substantial,2
57544,20041014X01628,Accident,SEA04CA193,2004-09-23,"DEER HARBOR, WA",United States,48.5975,-122.9975,NONE,Crane Island,Non-Fatal,Substantial,Airplane,N56775,Piper,PA-28,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,03-12-2004,2004,WA,NW,2.0,0.0,0.0,Substantial,2
57568,20041028X01717,Accident,CHI04CA288,2004-09-26,"ST. JAMES, MO",United States,38.005556,-91.6075,,,Non-Fatal,Substantial,Airplane,N4179E,Aeronca,7BCM,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Go-around,Probable Cause,28-12-2004,2004,MO,NE,2.0,0.0,0.0,Substantial,2
57571,20041130X01890,Accident,DFW05CA021,2004-09-27,"ROANOKE, TX",United States,33.076667,-97.232778,,,Non-Fatal,Substantial,Airplane,N28086,Bellanca,BL-17-30A,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,24-01-2005,2004,TX,SW,1.0,0.0,0.0,Substantial,2
57574,20041116X01825,Accident,ANC04CA116,2004-09-27,"TALKEETNA, AK",United States,62.361944,-151.079167,,,Non-Fatal,Substantial,Airplane,N3685Z,Piper,PA-18-180,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,24-01-2005,2004,AK,NW,2.0,0.0,0.0,Substantial,2
57578,20041012X01612,Accident,FTW04CA245,2004-09-28,"HOUSTON, TX",United States,29.818334,-95.676667,IWS,West Houston Airport,Non-Fatal,Substantial,Airplane,N189W,Cessna,172H,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Taxi,Probable Cause,03-12-2004,2004,TX,SW,1.0,0.0,0.0,Substantial,2
57586,20041028X01716,Accident,CHI04CA286,2004-09-29,"OXFORD, IA",United States,41.755,-91.727778,,,Non-Fatal,Substantial,Airplane,N61111,Cessna,C-150J,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,28-12-2004,2004,IA,NE,1.0,0.0,0.0,Substantial,2
57587,20041005X01567,Accident,ATL04CA196,2004-09-29,"CHARLOTTE, NC",United States,35.213611,-80.669445,SA6,Wilgrove Air Park,Non-Fatal,Substantial,Airplane,N41985,Piper,PA-28-180,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,03-12-2004,2004,NC,SE,1.0,0.0,0.0,Substantial,2
57592,20041022X01681,Accident,ATL04CA197,2004-09-30,"SEVIERVILLE, TN",United States,35.811667,-83.724445,TN20,Seymour AirPark,Non-Fatal,Substantial,Airplane,N45667,Cessna,150M,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,28-12-2004,2004,TN,SE,1.0,0.0,0.0,Substantial,2
57594,20041026X01696,Accident,SEA05CA003,2004-10-01,"MEDFORD, OR",United States,42.374167,-122.873611,,,Non-Fatal,Substantial,Airplane,N2849Z,Piper,PA-22/20,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,28-12-2004,2004,OR,NW,1.0,0.0,0.0,Substantial,2
57596,20041022X01679,Accident,LAX05CA001,2004-10-01,"NOGALES, AZ",United States,31.417778,-110.847777,OLS,Nogales International,Non-Fatal,Substantial,Airplane,N4835F,Cessna,TU206A,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Taxi,Probable Cause,28-12-2004,2004,AZ,SW,1.0,0.0,0.0,Substantial,2
57597,20041104X01754,Accident,DEN05CA001,2004-10-01,"SANTA FE, NM",United States,35.616667,-106.088333,SAF,Santa Fe Municipal Airport,Non-Fatal,Substantial,Airplane,N714MX,Cessna,185F,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,28-12-2004,2004,NM,SW,1.0,0.0,0.0,Substantial,2
57607,20041105X01776,Accident,CHI05CA002,2004-10-03,"MARION, IA",United States,42.031111,-91.529445,C17,Marion Airport,Non-Fatal,Substantial,Airplane,N7841N,Piper,PA-28-180,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,2.0,0.0,VMC,Go-around,Probable Cause,28-12-2004,2004,IA,NE,2.0,0.0,100.0,Substantial,2
57611,20041105X01775,Accident,CHI05CA001,2004-10-03,"Beatrice, NE",United States,40.301389,-96.754167,BIE,Beatrice Municipal Airport,Non-Fatal,Destroyed,Airplane,N173DC,Piper,PA-23-180,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,1.0,0.0,0.0,VMC,Takeoff,Probable Cause,28-12-2004,2004,NE,NW,1.0,0.0,100.0,Destroyed,3
57620,20041104X01753,Accident,DEN05CA007,2004-10-08,"BROOMFIELD, CO",United States,39.913889,-105.116667,BJC,Jeffco Airport,Non-Fatal,Substantial,Airplane,N14DV,Mooney,M20E,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,28-12-2004,2004,CO,SW,1.0,0.0,0.0,Substantial,2
57625,20041105X01773,Accident,NYC05CA003,2004-10-09,"ELIOT, ME",United States,43.1725,-70.798889,PSM,Pease International Tradeport,Non-Fatal,Substantial,Airplane,N80657,Cessna,172M,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,28-12-2004,2004,ME,NE,2.0,0.0,0.0,Substantial,2
57626,20041029X01723,Accident,DFW05CA001,2004-10-09,"HEARNE, TX",United States,30.871667,-96.622223,LHB,Hearne Municipal AIrport,Non-Fatal,Substantial,Airplane,N5529K,Bellanca,7ECA,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,1.0,1.0,IMC,Taxi,Probable Cause,28-12-2004,2004,TX,SW,2.0,0.0,50.0,Substantial,2
57637,20041208X01946,Accident,ANC05CA004,2004-10-10,"KING SALMON, AK",United States,58.666667,-156.566667,,,Non-Fatal,Substantial,Airplane,N5001R,Cessna,185F,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,1.0,0.0,3.0,VMC,Takeoff,Probable Cause,24-01-2005,2004,AK,NW,4.0,0.0,25.0,Substantial,2
57644,20041108X01787,Accident,LAX05CA005,2004-10-12,"WINSLOW, AZ",United States,35.025556,-110.726389,INW,WINSLOW LINDBERGH REGIONAL,Non-Fatal,Substantial,Airplane,N50338,Bellanca,7GCBC,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,28-12-2004,2004,AZ,SW,2.0,0.0,0.0,Substantial,2
57653,20041108X01788,Accident,LAX05CA006,2004-10-14,"PLACERVILLE, CA",United States,38.724167,-120.753056,PVF,Placerville Airport,Non-Fatal,Substantial,Airplane,N6071C,Cessna,182RG,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,2.0,0.0,VMC,Landing,Probable Cause,28-12-2004,2004,CA,SW,2.0,0.0,100.0,Substantial,2
57661,20041105X01771,Accident,NYC05CA007,2004-10-15,"NEW MARKET, VA",United States,38.650556,-78.700556,8W2,New Market Airport,Non-Fatal,Substantial,Airplane,N130SV,Beech,A23,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,28-12-2004,2004,VA,NE,2.0,0.0,0.0,Substantial,2
57666,20041028X01720,Accident,DFW05CA008,2004-10-15,"RESERVE, LA",United States,30.086944,-90.5825,1L0,St. John the Baptist Parish Ai,Non-Fatal,Substantial,Airplane,N88390,Piper,PA-22,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,28-12-2004,2004,LA,SE,1.0,0.0,0.0,Substantial,2
57667,20041215X01990,Accident,ANC05CA007,2004-10-15,"WASILLA, AK",United States,61.602778,-149.575,43AK,Kalmbach Strip,Non-Fatal,Substantial,Airplane,N9146D,Piper,PA-18,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,24-01-2005,2004,AK,NW,2.0,0.0,0.0,Substantial,2
57677,20041028X01719,Accident,CHI05CA006,2004-10-17,"ALTOONA, WI",United States,44.865833,-91.484166,,,Non-Fatal,Substantial,Airplane,N5520W,Piper,PA-28-160,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Descent,Probable Cause,28-12-2004,2004,WI,NE,2.0,0.0,0.0,Substantial,2
57679,20041115X01815,Accident,ATL05CA006,2004-10-17,"AUBURN, AL",United States,32.608889,-85.433889,AUO,AUBURN-OPELIKA ROBERT G. PITTS,Non-Fatal,Substantial,Airplane,N29459,Cessna,177,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,24-01-2005,2004,AL,SE,1.0,0.0,0.0,Substantial,2
57680,20041115X01817,Accident,ATL05CA004,2004-10-17,"JASPER, GA",United States,34.451944,-84.450556,JZP,PICKENS COUNTY,Non-Fatal,Substantial,Airplane,N1491K,Luscombe,LL-8,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,1.0,0.0,0.0,VMC,Landing,Probable Cause,28-12-2004,2004,GA,SE,1.0,0.0,100.0,Substantial,2
57687,20041115X01813,Accident,MIA05CA014,2004-10-19,"VALKARIA, FL",United States,27.961944,-80.559722,X59,Valkaria,Non-Fatal,Substantial,Airplane,N607FT,Piper,PA-28-161,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,28-12-2004,2004,FL,SE,1.0,0.0,0.0,Substantial,2
57721,20041203X01910,Accident,LAX05CA016,2004-10-25,"LAS VEGAS, NV",United States,35.972778,-115.134444,HND,Henderson Executive Airport,Non-Fatal,Substantial,Airplane,N4894V,Bellanca,BL17-30,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,1.0,0.0,VMC,Approach,Probable Cause,24-01-2005,2004,NV,SW,1.0,0.0,100.0,Substantial,2
57722,20041129X01878,Accident,DFW05CA011,2004-10-25,"ABILENE, TX",United States,32.411111,-99.681667,ABI,Abilene Regional Airport,Non-Fatal,Substantial,Airplane,N9284J,Piper,PA-28,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,IMC,Landing,Probable Cause,24-01-2005,2004,TX,SW,2.0,0.0,0.0,Substantial,2
57723,20041116X01827,Accident,DEN05CA015,2004-10-25,"DRAPER, UT",United States,40.633333,-111.883333,PVU,PROVO MUNI,Non-Fatal,Substantial,Airplane,N8175M,Cessna,310I,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,2.0,0.0,IMC,Cruise,Probable Cause,24-01-2005,2004,UT,SW,2.0,0.0,100.0,Substantial,2
57742,20041203X01912,Accident,LAX05CA024,2004-10-28,"PETALUMA, CA",United States,38.257778,-122.605556,KO69,Petaluma,Non-Fatal,Substantial,Airplane,N9081L,Champion,7GCAA,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Standing,Probable Cause,24-01-2005,2004,CA,SW,2.0,0.0,0.0,Substantial,2
57745,20041130X01880,Accident,ATL05CA016,2004-10-28,"MOBILE, AL",United States,30.626389,-88.067778,MOB,Mobile Regional Airport,Non-Fatal,Substantial,Airplane,N2845Q,Cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,4.0,VMC,Cruise,Probable Cause,30-03-2005,2004,AL,SE,4.0,0.0,0.0,Substantial,2
57748,20041201X01901,Accident,LAX05CA019,2004-10-29,"VACAVILLE, CA",United States,38.376667,-121.962222,VCB,Nut Tree Airport,Non-Fatal,Substantial,Airplane,N8158D,Piper,PA-22-160,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,24-01-2005,2004,CA,SW,1.0,0.0,0.0,Substantial,2
57750,20041216X01996,Accident,ANC05CA013,2004-10-29,"SKWENTNA, AK",United States,61.95,-151.183333,,,Non-Fatal,Substantial,Airplane,N185CQ,Cessna,185,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,24-01-2005,2004,AK,NW,3.0,0.0,0.0,Substantial,2
57758,20041215X01989,Accident,ANC05CA012,2004-10-30,"SKWENTNA, AK",United States,61.95,-151.196666,,,Non-Fatal,Substantial,Airplane,N86901,Bellanca,8GCBC,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,24-01-2005,2004,AK,NW,1.0,0.0,0.0,Substantial,2
57764,20041202X01904,Accident,CHI05CA027,2004-10-31,"MORRIS, IL",United States,41.421945,-88.417778,,,Non-Fatal,Substantial,Airplane,N814FA,Cessna,T182T,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,24-01-2005,2004,IL,NE,3.0,0.0,0.0,Substantial,2
